,title,price,link
97,"ASUS Vivobook 16, Intel®Core™ i3-1215U 12th Gen, 16-inch (40.64 cm) FHD+, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/FingerPrint/Black/1.88kg), X1605ZAB-MB322WS  ","39,990",https://amazon.in//ASUS-Vivobook-Intel%C2%AECoreTM-FingerPrint-X1605ZAB-MB322WS/dp/B0CFVYSZFG/ref=sr_1_63?crid=3727JAH5BQD82&dib=eyJ2IjoiMSJ9.HPq19XTaiqWfTDKytYXOT3BGCOLkOSDKXo25J7VdRRhZL4Qx1MWAGDi7Jd2YaqS85NGuX9Eo2-0jfPFRbGWj6239sau7eWgP0q9lot0Uwc6aElkKxhy7Db-08ND7YC0t4PlWJ5exiLBIJLb3uxMKlaPCJcXWlA9jtZ5GMdoB7MDW_tK0H5Ufbz9b0HdraBz_qMh0ZaSB9cIvENGzSCEuxi22TkYRCBpj5G-9gOs8RzM.JuM7l9N7_LrI4whcs8mDwcd4s6TSo9brr7w-bzuE-dM&dib_tag=se&keywords=laptop&qid=1720784368&sprefix=laptop%2Caps%2C209&sr=8-63
98,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODU2Nzk0NjM2MDc0MTkzOjE3MjA3ODQzNjE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjQzMjo6Mzo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26crid%3D3727JAH5BQD82%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.1oCdQkIDHba2YxvqYpkgihpyKt9dxJYkv86Z2RJWVGBAuJ0k8JM5-OFh1ElVZmQLdin71ioRabez4SkoaCEFgg._hnN_gwBl8NJI2sCloq9h59TgFZz6aXpWZZmqaHwzro%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3Db47bd4ef-c904-40c4-ac01-bdf948afb6c8%26pd_rd_w%3DZByG3%26pd_rd_wg%3DYuGEO%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D5QCCQ8N17BTX75V0XGC2%26qid%3D1720784361%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
99,"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display  ","24,990",https://amazon.in//Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_34?crid=3727JAH5BQD82&dib=eyJ2IjoiMSJ9.2WcZUDFm5tLAswmDhbhbf7-rSCO7kEimkakfROVrwzxlujMir2RsVIzjR3VoLxV7yWznklGNBO0mJDuDyMrA2e7ObWdStLA_cakkCjME_hXm6VAwgsNmDihm2WmhSVLUplmzo5BQ1IDtWjat2BNzm3cutcsSJNb8DU4tW2V0vRkP3dqjVvGtw8_ub0Nza6z5zMAT-m9Ex2DRf8ENj3LcXSycnuy6tfpljsS8lxzJ8jE.hDJM3VEEa7jglnpnDm06CQkwJsln_aPwzPewBy36cxA&dib_tag=se&keywords=laptop&qid=1720784363&sprefix=laptop%2Caps%2C209&sr=8-34
100,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS  ","47,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMjQ2NDIyODM0MDkzMTkzOjE3MjA3ODQzNjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI0ODE1Mzk1NDAzMjo6MDo6&url=%2FASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS%2Fdp%2FB0BTWF2BQX%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D3727JAH5BQD82%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.LCzdOUr06JNbenaIUxq0OUYV2rfA0_7lJiGW5kbhevkf5-iqRcDX44GQFtCkhL3cPCxk_AKQPtAsOEaYpDPnow.HleTgBV8QqhKEl2xvFDlz88cimXT7qH5kdeX-RZICig%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0BTWF2BQX%26pd_rd_r%3Da62814b0-4323-41e8-9e57-a52dd7cf7cca%26pd_rd_w%3DZyA8h%26pd_rd_wg%3DmxdJM%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DP5B0C4R1YV5RWK41PCGV%26qid%3D1720784368%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D1-49-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
101,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, Cosmos Gray/1.86Kg), B12UC-1691IN  ","76,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MDI5Njk2OTM2MTQ2MTkzOjE3MjA3ODQzNjU6c3BfbXRmOjMwMDI0NjA4OTY2MDgzMjo6MDo6&url=%2FMSI-i7-12650H-Windows-GeForce-B12UC-1691IN%2Fdp%2FB0CV9J1QSJ%2Fref%3Dsr_1_43_sspa%3Fcrid%3D3727JAH5BQD82%26dib%3DeyJ2IjoiMSJ9.U3SBgx7zRDIUCkTHJs3x6e9AT7wMIZ4Ka8eOfGvOCOqQCBBnmAXde_STlRAYlaANxAVw-7P_VbjgUj9coSzkA2T7aVj7w8hDOzJiJyIqot2LgUGuUSA2rbVu_zraKxhHkeIny3FlHOXtvf7fw6FkPFwQWVuiJjlBtf17GZ_4Urgupc_HjuE2aSQ3fgqw_S5H86V1VtJZOVi0Wxw9DIn_aRCfVV887wMBcfLPaV89Q-0.UBaGPRUEa6NjMO2ZEHU6uLgW2Sg4Zs4Ay_rVMfDyt8A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720784365%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
102,"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 6GB RTX 4050 GPU, 15.6-inch (39.6 cm), 75W TGP, FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, MSO, Silver, 2.37 kg), fa1134TX  ","89,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMjQ2NDIyODM0MDkzMTkzOjE3MjA3ODQzNjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNzIzMjo6NDo6&url=%2FHP-i7-12650H-15-6-inch-Backlit-fa1134TX%2Fdp%2FB0CJYCKLZ8%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26crid%3D3727JAH5BQD82%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.LCzdOUr06JNbenaIUxq0OUYV2rfA0_7lJiGW5kbhevkf5-iqRcDX44GQFtCkhL3cPCxk_AKQPtAsOEaYpDPnow.HleTgBV8QqhKEl2xvFDlz88cimXT7qH5kdeX-RZICig%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CJYCKLZ8%26pd_rd_r%3Da62814b0-4323-41e8-9e57-a52dd7cf7cca%26pd_rd_w%3DZyA8h%26pd_rd_wg%3DmxdJM%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3DP5B0C4R1YV5RWK41PCGV%26qid%3D1720784368%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D1-53-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
103,"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050, Cosmos Gray/1.86Kg), B12UCX-1695IN  ","52,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzczOTg4Mzg4Njg1MTkzOjE3MjA3ODQzNjM6c3BfYXRmX25leHQ6MzAwMjQ2MDg5NjYxMTMyOjowOjo&url=%2FMSI-i5-12450H-Windows-GeForce-B12UCX-1695IN%2Fdp%2FB0CV9S9VTD%2Fref%3Dsr_1_18_sspa%3Fcrid%3D3727JAH5BQD82%26dib%3DeyJ2IjoiMSJ9.2WcZUDFm5tLAswmDhbhbf7-rSCO7kEimkakfROVrwzxlujMir2RsVIzjR3VoLxV7yWznklGNBO0mJDuDyMrA2e7ObWdStLA_cakkCjME_hXm6VAwgsNmDihm2WmhSVLUplmzo5BQ1IDtWjat2BNzm3cutcsSJNb8DU4tW2V0vRkP3dqjVvGtw8_ub0Nza6z5zMAT-m9Ex2DRf8ENj3LcXSycnuy6tfpljsS8lxzJ8jE.hDJM3VEEa7jglnpnDm06CQkwJsln_aPwzPewBy36cxA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720784363%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
104,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","38,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzczOTg4Mzg4Njg1MTkzOjE3MjA3ODQzNjM6c3BfYnRmOjMwMDEwNDYwMzQ5NzQzMjo6MDo6&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_38_sspa%3Fcrid%3D3727JAH5BQD82%26dib%3DeyJ2IjoiMSJ9.2WcZUDFm5tLAswmDhbhbf7-rSCO7kEimkakfROVrwzxlujMir2RsVIzjR3VoLxV7yWznklGNBO0mJDuDyMrA2e7ObWdStLA_cakkCjME_hXm6VAwgsNmDihm2WmhSVLUplmzo5BQ1IDtWjat2BNzm3cutcsSJNb8DU4tW2V0vRkP3dqjVvGtw8_ub0Nza6z5zMAT-m9Ex2DRf8ENj3LcXSycnuy6tfpljsS8lxzJ8jE.hDJM3VEEa7jglnpnDm06CQkwJsln_aPwzPewBy36cxA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720784363%26sprefix%3Dlaptop%252Caps%252C209%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
105,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","52,025",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_8?crid=3727JAH5BQD82&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw1LuiOKyYlsU-aZYs4iUzp0HYBt2dp5HPoozV5JNgHma3Ldu83ul1HwJ6n5wPtDFvQeCM1rKuVP4WqoHlbSPfaWQt6BEysecc_CWuprVw3WKb5OrL5F5aEkwZwriTXceXcYVycTToMSNWgYfcp-DwNtLGIQwzToWfVeKo_SRsFUqaXGUbW2OjeIFl6ignLsBAzc7M02giBlTOm6UlmkR33I.PJs2cR-ZEROey5FSKcn6nD4F7WQZG_f4s4o_mko2fJk&dib_tag=se&keywords=laptop&qid=1720784361&sprefix=laptop%2Caps%2C209&sr=8-8
106,"
HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD,
                    8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light,
                    Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg),
                    eq2143AU

","31,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_5?crid=3727JAH5BQD82&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw1LuiOKyYlsU-aZYs4iUzp0HYBt2dp5HPoozV5JNgHma3Ldu83ul1HwJ6n5wPtDFvQeCM1rKuVP4WqoHlbSPfaWQt6BEysecc_CWuprVw3WKb5OrL5F5aEkwZwriTXceXcYVycTToMSNWgYfcp-DwNtLGIQwzToWfVeKo_SRsFUqaXGUbW2OjeIFl6ignLsBAzc7M02giBlTOm6UlmkR33I.PJs2cR-ZEROey5FSKcn6nD4F7WQZG_f4s4o_mko2fJk&dib_tag=se&keywords=laptop&qid=1720784361&sprefix=laptop%2Caps%2C209&sr=8-5
107,"HP Laptop 15, 13th Gen Intel Core i5-1334U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, MSO, Dual speakers (Win 11, Silver, 1.59 kg), fd0221TU  ","56,800",https://amazon.in//HP-i5-1334U-15-6-inch-graphics-speakers/dp/B0CTKHG3F6/ref=sr_1_30?crid=3727JAH5BQD82&dib=eyJ2IjoiMSJ9.2WcZUDFm5tLAswmDhbhbf7-rSCO7kEimkakfROVrwzxlujMir2RsVIzjR3VoLxV7yWznklGNBO0mJDuDyMrA2e7ObWdStLA_cakkCjME_hXm6VAwgsNmDihm2WmhSVLUplmzo5BQ1IDtWjat2BNzm3cutcsSJNb8DU4tW2V0vRkP3dqjVvGtw8_ub0Nza6z5zMAT-m9Ex2DRf8ENj3LcXSycnuy6tfpljsS8lxzJ8jE.hDJM3VEEa7jglnpnDm06CQkwJsln_aPwzPewBy36cxA&dib_tag=se&keywords=laptop&qid=1720784363&sprefix=laptop%2Caps%2C209&sr=8-30
